openalex_topic_id,openalex_topic_name,for_field_code,for_field_label,is_primary,confidence,match_method,notes
12048,Microencapsulation and Drying Processes,300602,Food chemistry and food sensory science,True,0.25,constrained_lexical,
12048,Microencapsulation and Drying Processes,300603,Food nutritional balance,False,0.333,constrained_lexical,
12048,Microencapsulation and Drying Processes,300604,"Food packaging, preservation and processing",False,0.25,constrained_lexical,
12048,Microencapsulation and Drying Processes,300605,"Food safety, traceability, certification and authenticity",False,0.2,constrained_lexical,
12048,Microencapsulation and Drying Processes,300606,Food sustainability,False,0.5,constrained_lexical,
12048,Microencapsulation and Drying Processes,300607,Food technology,False,0.5,constrained_lexical,
12049,Tuberous Sclerosis Complex Research,320801,Cell physiology,True,0.0,below_floor,
12049,Tuberous Sclerosis Complex Research,320802,Human biophysics,False,0.0,constrained_lexical,
12049,Tuberous Sclerosis Complex Research,320803,Systems physiology,False,0.0,constrained_lexical,
12049,Tuberous Sclerosis Complex Research,320899,Medical physiology not elsewhere classified,False,0.0,constrained_lexical,
12050,Optical Polarization and Ellipsometry,400304,Biomedical imaging,True,1.0,constrained_lexical,
12050,Optical Polarization and Ellipsometry,400305,Biomedical instrumentation,False,0.5,constrained_lexical,
12050,Optical Polarization and Ellipsometry,400311,Tissue engineering,False,0.5,constrained_lexical,
12050,Optical Polarization and Ellipsometry,400399,Biomedical engineering not elsewhere classified,False,0.2,constrained_lexical,
12050,Optical Polarization and Ellipsometry,400301,Biofabrication,False,0.0,constrained_lexical,
12050,Optical Polarization and Ellipsometry,400302,Biomaterials,False,0.0,constrained_lexical,
12051,Diversity and Impact of Dance,520406,"Sensory processes, perception and performance",True,0.25,constrained_lexical,
12051,Diversity and Impact of Dance,520499,Cognitive and computational psychology not elsewhere classified,False,0.167,constrained_lexical,
12051,Diversity and Impact of Dance,520401,Cognition,False,0.0,constrained_lexical,
12051,Diversity and Impact of Dance,520402,Decision making,False,0.0,constrained_lexical,
12051,Diversity and Impact of Dance,520403,"Learning, motivation and emotion",False,0.0,constrained_lexical,
12051,Diversity and Impact of Dance,520404,Memory and attention,False,0.0,constrained_lexical,
12052,Polish socio-economic development,380203,Economic models and forecasting,True,0.333,constrained_lexical,
12052,Polish socio-economic development,380201,Cross-sectional analysis,False,0.0,constrained_lexical,
12052,Polish socio-economic development,380202,Econometric and statistical methods,False,0.0,constrained_lexical,
12052,Polish socio-economic development,380204,Panel data analysis,False,0.0,constrained_lexical,
12052,Polish socio-economic development,380205,Time-series analysis,False,0.0,constrained_lexical,
12052,Polish socio-economic development,380299,Econometrics not elsewhere classified,False,0.0,constrained_lexical,
12053,Minimally Invasive Surgical Techniques,320226,Surgery,True,1.0,constrained_lexical,
12053,Minimally Invasive Surgical Techniques,320201,Anaesthesiology,False,0.0,constrained_lexical,
12053,Minimally Invasive Surgical Techniques,320202,Clinical chemistry (incl. diagnostics),False,0.0,constrained_lexical,
12053,Minimally Invasive Surgical Techniques,320203,Clinical microbiology,False,0.0,constrained_lexical,
12053,Minimally Invasive Surgical Techniques,320204,Clinimetrics,False,0.0,constrained_lexical,
12053,Minimally Invasive Surgical Techniques,320205,Dermatology,False,0.0,constrained_lexical,
12054,Menstrual Health and Disorders,420606,Social determinants of health,True,0.667,constrained_lexical,
12054,Menstrual Health and Disorders,420601,Community child health,False,0.333,constrained_lexical,
12054,Menstrual Health and Disorders,420602,Health equity,False,0.5,constrained_lexical,
12054,Menstrual Health and Disorders,420603,Health promotion,False,0.5,constrained_lexical,
12054,Menstrual Health and Disorders,420605,Preventative health care,False,0.333,constrained_lexical,
12054,Menstrual Health and Disorders,420699,Public health not elsewhere classified,False,0.2,constrained_lexical,
12055,Boron Compounds in Chemistry,320202,Clinical chemistry (incl. diagnostics),True,0.25,constrained_lexical,
12055,Boron Compounds in Chemistry,320213,Medical genetics (excl. cancer genetics),False,0.25,constrained_lexical,
12055,Boron Compounds in Chemistry,320201,Anaesthesiology,False,0.0,constrained_lexical,
12055,Boron Compounds in Chemistry,320203,Clinical microbiology,False,0.0,constrained_lexical,
12055,Boron Compounds in Chemistry,320204,Clinimetrics,False,0.0,constrained_lexical,
12055,Boron Compounds in Chemistry,320205,Dermatology,False,0.0,constrained_lexical,
12056,Markov Chains and Monte Carlo Methods,490504,"Forensic evaluation, inference and statistics",True,0.25,constrained_lexical,
12056,Markov Chains and Monte Carlo Methods,490508,Statistical data science,False,0.333,constrained_lexical,
12056,Markov Chains and Monte Carlo Methods,490509,Statistical theory,False,0.5,constrained_lexical,
12056,Markov Chains and Monte Carlo Methods,490510,Stochastic analysis and modelling,False,0.333,constrained_lexical,
12056,Markov Chains and Monte Carlo Methods,490501,Applied statistics,False,0.0,constrained_lexical,
12056,Markov Chains and Monte Carlo Methods,490502,Biostatistics,False,0.0,constrained_lexical,
12057,Consumer Attitudes and Food Labeling,420601,Community child health,True,0.333,constrained_lexical,
12057,Consumer Attitudes and Food Labeling,420602,Health equity,False,0.5,constrained_lexical,
12057,Consumer Attitudes and Food Labeling,420603,Health promotion,False,0.5,constrained_lexical,
12057,Consumer Attitudes and Food Labeling,420605,Preventative health care,False,0.333,constrained_lexical,
12057,Consumer Attitudes and Food Labeling,420606,Social determinants of health,False,0.333,constrained_lexical,
12057,Consumer Attitudes and Food Labeling,420699,Public health not elsewhere classified,False,0.2,constrained_lexical,
12058,Allelopathy and phytotoxic interactions,310802,Plant biochemistry,True,0.5,constrained_lexical,
12058,Allelopathy and phytotoxic interactions,310803,Plant cell and molecular biology,False,0.25,constrained_lexical,
12058,Allelopathy and phytotoxic interactions,310804,Plant developmental and reproductive biology,False,0.25,constrained_lexical,
12058,Allelopathy and phytotoxic interactions,310805,Plant pathology,False,0.5,constrained_lexical,
12058,Allelopathy and phytotoxic interactions,310806,Plant physiology,False,0.5,constrained_lexical,
12058,Allelopathy and phytotoxic interactions,310899,Plant biology not elsewhere classified,False,0.2,constrained_lexical,
12059,Berberine and alkaloids research,321402,Clinical pharmacology and therapeutics,True,0.333,constrained_lexical,
12059,Berberine and alkaloids research,321401,Basic pharmacology,False,0.0,constrained_lexical,
12059,Berberine and alkaloids research,321403,Clinical pharmacy and pharmacy practice,False,0.0,constrained_lexical,
12059,Berberine and alkaloids research,321404,Pharmaceutical delivery technologies,False,0.0,constrained_lexical,
12059,Berberine and alkaloids research,321405,Pharmaceutical sciences,False,0.0,constrained_lexical,
12059,Berberine and alkaloids research,321406,Pharmacogenomics,False,0.0,constrained_lexical,
12060,Child Development and Digital Technology,390101,"Creative arts, media and communication curriculum and pedagogy",True,0.167,constrained_lexical,
12060,Child Development and Digital Technology,390102,Curriculum and pedagogy theory and development,False,0.25,constrained_lexical,
12060,Child Development and Digital Technology,390111,Physical education and development curriculum and pedagogy,False,0.2,constrained_lexical,
12060,Child Development and Digital Technology,390113,"Science, technology and engineering curriculum and pedagogy",False,0.2,constrained_lexical,
12060,Child Development and Digital Technology,390103,"Economics, business and management curriculum and pedagogy",False,0.0,constrained_lexical,
12060,Child Development and Digital Technology,390104,"English and literacy curriculum and pedagogy (excl. LOTE, ESL and TESOL)",False,0.0,constrained_lexical,
12061,Axon Guidance and Neuronal Signaling,320901,Autonomic nervous system,True,0.0,below_floor,
12061,Axon Guidance and Neuronal Signaling,320902,Cellular nervous system,False,0.0,constrained_lexical,
12061,Axon Guidance and Neuronal Signaling,320903,Central nervous system,False,0.0,constrained_lexical,
12061,Axon Guidance and Neuronal Signaling,320904,Computational neuroscience (incl. mathematical neuroscience and theoretical neuroscience),False,0.0,constrained_lexical,
12061,Axon Guidance and Neuronal Signaling,320905,Neurology and neuromuscular diseases,False,0.0,constrained_lexical,
12061,Axon Guidance and Neuronal Signaling,320906,Peripheral nervous system,False,0.0,constrained_lexical,
12062,Approximation Theory and Sequence Spaces,490509,Statistical theory,True,1.0,constrained_lexical,
12062,Approximation Theory and Sequence Spaces,490505,Large and complex data theory,False,0.25,constrained_lexical,
12062,Approximation Theory and Sequence Spaces,490506,Probability theory,False,0.5,constrained_lexical,
12062,Approximation Theory and Sequence Spaces,490508,Statistical data science,False,0.333,constrained_lexical,
12062,Approximation Theory and Sequence Spaces,490510,Stochastic analysis and modelling,False,0.333,constrained_lexical,
12062,Approximation Theory and Sequence Spaces,490501,Applied statistics,False,0.0,constrained_lexical,
12063,Heat and Mass Transfer in Porous Media,401204,"Computational methods in fluid flow, heat and mass transfer (incl. computational fluid dynamics)",True,0.778,constrained_lexical,
12063,Heat and Mass Transfer in Porous Media,401205,"Experimental methods in fluid flow, heat and mass transfer",False,0.714,constrained_lexical,
12063,Heat and Mass Transfer in Porous Media,401207,Fundamental and theoretical fluid dynamics,False,0.5,constrained_lexical,
12063,Heat and Mass Transfer in Porous Media,401208,Geophysical and environmental fluid flows,False,0.5,constrained_lexical,
12063,Heat and Mass Transfer in Porous Media,401212,Non-Newtonian fluid flows (incl. rheology),False,0.333,constrained_lexical,
12063,Heat and Mass Transfer in Porous Media,401299,Fluid mechanics and thermal engineering not elsewhere classified,False,0.286,constrained_lexical,
12064,Intraperitoneal and Appendiceal Malignancies,320213,Medical genetics (excl. cancer genetics),True,0.25,constrained_lexical,
12064,Intraperitoneal and Appendiceal Malignancies,320226,Surgery,False,1.0,constrained_lexical,
12064,Intraperitoneal and Appendiceal Malignancies,320201,Anaesthesiology,False,0.0,constrained_lexical,
12064,Intraperitoneal and Appendiceal Malignancies,320202,Clinical chemistry (incl. diagnostics),False,0.0,constrained_lexical,
12064,Intraperitoneal and Appendiceal Malignancies,320203,Clinical microbiology,False,0.0,constrained_lexical,
12064,Intraperitoneal and Appendiceal Malignancies,320204,Clinimetrics,False,0.0,constrained_lexical,
12065,Hippo pathway signaling and YAP/TAZ,310102,"Cell development, proliferation and death",True,0.5,constrained_lexical,
12065,Hippo pathway signaling and YAP/TAZ,310103,Cell metabolism,False,0.5,constrained_lexical,
12065,Hippo pathway signaling and YAP/TAZ,310104,Cell neurochemistry,False,0.5,constrained_lexical,
12065,Hippo pathway signaling and YAP/TAZ,310105,"Cellular interactions (incl. adhesion, matrix, cell wall)",False,0.143,constrained_lexical,
12065,Hippo pathway signaling and YAP/TAZ,310199,Biochemistry and cell biology not elsewhere classified,False,0.167,constrained_lexical,
12065,Hippo pathway signaling and YAP/TAZ,310101,Analytical biochemistry,False,0.0,constrained_lexical,
12066,Obesity and Health Practices,420319,Primary health care,True,1.0,constrained_lexical,
12066,Obesity and Health Practices,420301,Aged health care,False,0.667,constrained_lexical,
12066,Obesity and Health Practices,420306,Health care administration,False,0.667,constrained_lexical,
12066,Obesity and Health Practices,420309,Health management,False,1.0,constrained_lexical,
12066,Obesity and Health Practices,420302,Digital health,False,0.5,constrained_lexical,
12066,Obesity and Health Practices,420303,Family care,False,0.5,constrained_lexical,
12067,Renal and Vascular Pathologies,320220,Pathology (excl. oral pathology),True,0.333,constrained_lexical,
12067,Renal and Vascular Pathologies,320201,Anaesthesiology,False,0.0,constrained_lexical,
12067,Renal and Vascular Pathologies,320202,Clinical chemistry (incl. diagnostics),False,0.0,constrained_lexical,
12067,Renal and Vascular Pathologies,320203,Clinical microbiology,False,0.0,constrained_lexical,
12067,Renal and Vascular Pathologies,320204,Clinimetrics,False,0.0,constrained_lexical,
12067,Renal and Vascular Pathologies,320205,Dermatology,False,0.0,constrained_lexical,
12068,Neonatal Health and Biochemistry,321302,Infant and child health,True,0.667,constrained_lexical,
12068,Neonatal Health and Biochemistry,321301,Adolescent health,False,0.5,constrained_lexical,
12068,Neonatal Health and Biochemistry,321303,Neonatology,False,0.0,constrained_lexical,
12068,Neonatal Health and Biochemistry,321399,Paediatrics not elsewhere classified,False,0.0,constrained_lexical,
12069,Commutative Algebra and Its Applications,490105,Dynamical systems in applications,True,0.333,constrained_lexical,
12069,Commutative Algebra and Its Applications,490101,Approximation theory and asymptotic methods,False,0.0,constrained_lexical,
12069,Commutative Algebra and Its Applications,490102,Biological mathematics,False,0.0,constrained_lexical,
12069,Commutative Algebra and Its Applications,490103,"Calculus of variations, mathematical aspects of systems theory and control theory",False,0.0,constrained_lexical,
12069,Commutative Algebra and Its Applications,490104,Complex systems,False,0.0,constrained_lexical,
12069,Commutative Algebra and Its Applications,490106,Financial mathematics,False,0.0,constrained_lexical,
12070,Writing and Handwriting Education,390111,Physical education and development curriculum and pedagogy,True,0.4,constrained_lexical,
12070,Writing and Handwriting Education,390102,Curriculum and pedagogy theory and development,False,0.25,constrained_lexical,
12070,Writing and Handwriting Education,390105,Environmental education curriculum and pedagogy,False,0.25,constrained_lexical,
12070,Writing and Handwriting Education,390106,Geography education curriculum and pedagogy,False,0.25,constrained_lexical,
12070,Writing and Handwriting Education,390114,Vocational education and training curriculum and pedagogy,False,0.2,constrained_lexical,
12070,Writing and Handwriting Education,390115,Work integrated learning (incl. internships),False,0.2,constrained_lexical,
12071,Marine Biology and Environmental Chemistry,401501,Marine engineering,True,0.5,constrained_lexical,
12071,Marine Biology and Environmental Chemistry,401502,Naval architecture,False,0.0,constrained_lexical,
12071,Marine Biology and Environmental Chemistry,401503,Ocean engineering,False,0.0,constrained_lexical,
12071,Marine Biology and Environmental Chemistry,401504,Ship and platform structures (incl. maritime hydrodynamics),False,0.0,constrained_lexical,
12071,Marine Biology and Environmental Chemistry,401505,Special vehicles,False,0.0,constrained_lexical,
12071,Marine Biology and Environmental Chemistry,401599,Maritime engineering not elsewhere classified,False,0.0,constrained_lexical,
12072,Machine Learning and Algorithms,460201,Artificial life and complex adaptive systems,True,0.0,below_floor,
12072,Machine Learning and Algorithms,460202,Autonomous agents and multiagent systems,False,0.0,constrained_lexical,
12072,Machine Learning and Algorithms,460203,Evolutionary computation,False,0.0,constrained_lexical,
12072,Machine Learning and Algorithms,460204,Fuzzy computation,False,0.0,constrained_lexical,
12072,Machine Learning and Algorithms,460205,Intelligent robotics,False,0.0,constrained_lexical,
12072,Machine Learning and Algorithms,460206,Knowledge representation and reasoning,False,0.0,constrained_lexical,
12073,Isotope Analysis in Ecology,310308,Terrestrial ecology,True,1.0,constrained_lexical,
12073,Isotope Analysis in Ecology,310301,Behavioural ecology,False,0.5,constrained_lexical,
12073,Isotope Analysis in Ecology,310302,Community ecology (excl. invasive species ecology),False,0.2,constrained_lexical,
12073,Isotope Analysis in Ecology,310303,Ecological physiology,False,0.5,constrained_lexical,
12073,Isotope Analysis in Ecology,310304,Freshwater ecology,False,0.5,constrained_lexical,
12073,Isotope Analysis in Ecology,310305,Marine and estuarine ecology (incl. marine ichthyology),False,0.2,constrained_lexical,
12074,Membrane-based Ion Separation Techniques,400301,Biofabrication,True,0.0,below_floor,
12074,Membrane-based Ion Separation Techniques,400302,Biomaterials,False,0.0,constrained_lexical,
12074,Membrane-based Ion Separation Techniques,400303,Biomechanical engineering,False,0.0,constrained_lexical,
12074,Membrane-based Ion Separation Techniques,400304,Biomedical imaging,False,0.0,constrained_lexical,
12074,Membrane-based Ion Separation Techniques,400305,Biomedical instrumentation,False,0.0,constrained_lexical,
12074,Membrane-based Ion Separation Techniques,400306,Computational physiology,False,0.0,constrained_lexical,
12075,Sodium Intake and Health,321005,Public health nutrition,True,0.667,constrained_lexical,
12075,Sodium Intake and Health,321002,Food properties (incl. characteristics and health benefits),False,0.167,constrained_lexical,
12075,Sodium Intake and Health,321001,Clinical nutrition,False,0.0,constrained_lexical,
12075,Sodium Intake and Health,321003,Nutrigenomics and personalised nutrition,False,0.0,constrained_lexical,
12075,Sodium Intake and Health,321004,Nutritional science,False,0.0,constrained_lexical,
12075,Sodium Intake and Health,321006,Sport and exercise nutrition,False,0.0,constrained_lexical,
12076,Renaissance and Early Modern Studies,430311,Historical studies of crime,True,0.333,constrained_lexical,
12076,Renaissance and Early Modern Studies,430399,Historical studies not elsewhere classified,False,0.2,constrained_lexical,
12076,Renaissance and Early Modern Studies,430301,Asian history,False,0.0,constrained_lexical,
12076,Renaissance and Early Modern Studies,430302,Australian history,False,0.0,constrained_lexical,
12076,Renaissance and Early Modern Studies,430303,Biography,False,0.0,constrained_lexical,
12076,Renaissance and Early Modern Studies,430304,British history,False,0.0,constrained_lexical,
12077,Vacuum and Plasma Arcs,510201,Atomic and molecular physics,True,0.333,constrained_lexical,
12077,Vacuum and Plasma Arcs,510205,Terahertz physics,False,0.5,constrained_lexical,
12077,Vacuum and Plasma Arcs,510299,"Atomic, molecular and optical physics not elsewhere classified",False,0.143,constrained_lexical,
12077,Vacuum and Plasma Arcs,510202,Lasers and quantum electronics,False,0.0,constrained_lexical,
12077,Vacuum and Plasma Arcs,510203,Nonlinear optics and spectroscopy,False,0.0,constrained_lexical,
12077,Vacuum and Plasma Arcs,510204,"Photonics, optoelectronics and optical communications",False,0.0,constrained_lexical,
12078,Environmental remediation with nanomaterials,400301,Biofabrication,True,0.0,below_floor,
12078,Environmental remediation with nanomaterials,400302,Biomaterials,False,0.0,constrained_lexical,
12078,Environmental remediation with nanomaterials,400303,Biomechanical engineering,False,0.0,constrained_lexical,
12078,Environmental remediation with nanomaterials,400304,Biomedical imaging,False,0.0,constrained_lexical,
12078,Environmental remediation with nanomaterials,400305,Biomedical instrumentation,False,0.0,constrained_lexical,
12078,Environmental remediation with nanomaterials,400306,Computational physiology,False,0.0,constrained_lexical,
12079,IoT Networks and Protocols,400805,"Electrical energy transmission, networks and systems",True,0.4,constrained_lexical,
12079,IoT Networks and Protocols,400803,"Electrical energy generation (incl. renewables, excl. photovoltaics)",False,0.143,constrained_lexical,
12079,IoT Networks and Protocols,400804,Electrical energy storage,False,0.333,constrained_lexical,
12079,IoT Networks and Protocols,400806,Electrical machines and drives,False,0.333,constrained_lexical,
12079,IoT Networks and Protocols,400808,Photovoltaic power systems,False,0.333,constrained_lexical,
12079,IoT Networks and Protocols,400801,Circuits and systems,False,0.0,constrained_lexical,
12080,Injection Molding Process and Properties,401701,Acoustics and noise control (excl. architectural acoustics),True,0.2,constrained_lexical,
12080,Injection Molding Process and Properties,401702,"Dynamics, vibration and vibration control",False,0.333,constrained_lexical,
12080,Injection Molding Process and Properties,401703,"Energy generation, conversion and storage (excl. chemical and electrical)",False,0.0,constrained_lexical,
12080,Injection Molding Process and Properties,401704,Mechanical engineering asset management,False,0.0,constrained_lexical,
12080,Injection Molding Process and Properties,401705,Microelectromechanical systems (MEMS),False,0.0,constrained_lexical,
12080,Injection Molding Process and Properties,401706,Numerical modelling and mechanical characterisation,False,0.0,constrained_lexical,
12081,Aerodynamics and Fluid Dynamics Research,400103,Aircraft performance and flight control systems,True,0.4,constrained_lexical,
12081,Aerodynamics and Fluid Dynamics Research,400102,Aerospace structures,False,0.5,constrained_lexical,
12081,Aerodynamics and Fluid Dynamics Research,400105,Flight dynamics,False,0.5,constrained_lexical,
12081,Aerodynamics and Fluid Dynamics Research,400107,"Satellite, space vehicle and missile design and testing",False,0.167,constrained_lexical,
12081,Aerodynamics and Fluid Dynamics Research,400101,Aerospace materials,False,0.0,constrained_lexical,
12081,Aerodynamics and Fluid Dynamics Research,400104,Avionics,False,0.0,constrained_lexical,
12082,Takotsubo Cardiomyopathy and Associated Phenomena,320101,Cardiology (incl. cardiovascular diseases),True,0.0,below_floor,
12082,Takotsubo Cardiomyopathy and Associated Phenomena,320102,Haematology,False,0.0,constrained_lexical,
12082,Takotsubo Cardiomyopathy and Associated Phenomena,320103,Respiratory diseases,False,0.0,constrained_lexical,
12082,Takotsubo Cardiomyopathy and Associated Phenomena,320199,Cardiovascular medicine and haematology not elsewhere classified,False,0.0,constrained_lexical,
12083,Karst Systems and Hydrogeology,370901,Geomorphology and earth surface processes,True,0.25,constrained_lexical,
12083,Karst Systems and Hydrogeology,370903,Natural hazards,False,0.5,constrained_lexical,
12083,Karst Systems and Hydrogeology,370906,Regolith and landscape evolution,False,0.333,constrained_lexical,
12083,Karst Systems and Hydrogeology,370999,Physical geography and environmental geoscience not elsewhere classified,False,0.143,constrained_lexical,
12083,Karst Systems and Hydrogeology,370902,Glaciology,False,0.0,constrained_lexical,
12083,Karst Systems and Hydrogeology,370904,Palaeoclimatology,False,0.0,constrained_lexical,
12084,Synthesis and properties of polymers,401602,Composite and hybrid materials,True,0.333,constrained_lexical,
12084,Synthesis and properties of polymers,401604,Elemental semiconductors,False,0.5,constrained_lexical,
12084,Synthesis and properties of polymers,401605,Functional materials,False,0.5,constrained_lexical,
12084,Synthesis and properties of polymers,401607,Metals and alloy materials,False,0.333,constrained_lexical,
12084,Synthesis and properties of polymers,401609,Polymers and plastics,False,0.5,constrained_lexical,
12084,Synthesis and properties of polymers,401610,"Timber, pulp and paper",False,0.333,constrained_lexical,
12085,Collagen: Extraction and Characterization,401610,"Timber, pulp and paper",True,0.333,constrained_lexical,
12085,Collagen: Extraction and Characterization,401699,Materials engineering not elsewhere classified,False,0.2,constrained_lexical,
12085,Collagen: Extraction and Characterization,401601,Ceramics,False,0.0,constrained_lexical,
12085,Collagen: Extraction and Characterization,401602,Composite and hybrid materials,False,0.0,constrained_lexical,
12085,Collagen: Extraction and Characterization,401603,Compound semiconductors,False,0.0,constrained_lexical,
12085,Collagen: Extraction and Characterization,401604,Elemental semiconductors,False,0.0,constrained_lexical,
12086,Structural Integrity and Reliability Analysis,401705,Microelectromechanical systems (MEMS),True,0.333,constrained_lexical,
12086,Structural Integrity and Reliability Analysis,401706,Numerical modelling and mechanical characterisation,False,0.25,constrained_lexical,
12086,Structural Integrity and Reliability Analysis,401701,Acoustics and noise control (excl. architectural acoustics),False,0.0,constrained_lexical,
12086,Structural Integrity and Reliability Analysis,401702,"Dynamics, vibration and vibration control",False,0.0,constrained_lexical,
12086,Structural Integrity and Reliability Analysis,401703,"Energy generation, conversion and storage (excl. chemical and electrical)",False,0.0,constrained_lexical,
12086,Structural Integrity and Reliability Analysis,401704,Mechanical engineering asset management,False,0.0,constrained_lexical,
12087,Natural Compound Pharmacology Studies,310801,Phycology (incl. marine grasses),True,0.0,below_floor,
12087,Natural Compound Pharmacology Studies,310802,Plant biochemistry,False,0.0,constrained_lexical,
12087,Natural Compound Pharmacology Studies,310803,Plant cell and molecular biology,False,0.0,constrained_lexical,
12087,Natural Compound Pharmacology Studies,310804,Plant developmental and reproductive biology,False,0.0,constrained_lexical,
12087,Natural Compound Pharmacology Studies,310805,Plant pathology,False,0.0,constrained_lexical,
12087,Natural Compound Pharmacology Studies,310806,Plant physiology,False,0.0,constrained_lexical,
12088,Intergenerational and Educational Inequality Studies,441001,"Applied sociology, program evaluation and social impact assessment",True,0.286,constrained_lexical,
12088,Intergenerational and Educational Inequality Studies,441007,Sociology and social studies of science and technology,False,0.4,constrained_lexical,
12088,Intergenerational and Educational Inequality Studies,441009,Sociology of family and relationships,False,0.667,constrained_lexical,
12088,Intergenerational and Educational Inequality Studies,441004,Social change,False,0.5,constrained_lexical,
12088,Intergenerational and Educational Inequality Studies,441005,Social theory,False,0.5,constrained_lexical,
12088,Intergenerational and Educational Inequality Studies,441011,Sociology of health,False,0.5,constrained_lexical,
12089,Intestinal and Peritoneal Adhesions,320202,Clinical chemistry (incl. diagnostics),True,0.25,constrained_lexical,
12089,Intestinal and Peritoneal Adhesions,320203,Clinical microbiology,False,0.5,constrained_lexical,
12089,Intestinal and Peritoneal Adhesions,320224,Rural clinical health,False,0.333,constrained_lexical,
12089,Intestinal and Peritoneal Adhesions,320226,Surgery,False,1.0,constrained_lexical,
12089,Intestinal and Peritoneal Adhesions,320299,Clinical sciences not elsewhere classified,False,0.2,constrained_lexical,
12089,Intestinal and Peritoneal Adhesions,320201,Anaesthesiology,False,0.0,constrained_lexical,
12090,Language and cultural evolution,470201,Arts and cultural policy,True,0.333,constrained_lexical,
12090,Language and cultural evolution,470202,Asian cultural studies,False,0.333,constrained_lexical,
12090,Language and cultural evolution,470204,Cultural and creative industries,False,0.333,constrained_lexical,
12090,Language and cultural evolution,470205,"Cultural studies of agriculture, food and wine",False,0.2,constrained_lexical,
12090,Language and cultural evolution,470206,Cultural studies of nation and region,False,0.25,constrained_lexical,
12090,Language and cultural evolution,470207,Cultural theory,False,0.5,constrained_lexical,
12091,Peatlands and Wetlands Ecology,310302,Community ecology (excl. invasive species ecology),True,0.4,constrained_lexical,
12091,Peatlands and Wetlands Ecology,310301,Behavioural ecology,False,0.5,constrained_lexical,
12091,Peatlands and Wetlands Ecology,310304,Freshwater ecology,False,0.5,constrained_lexical,
12091,Peatlands and Wetlands Ecology,310305,Marine and estuarine ecology (incl. marine ichthyology),False,0.2,constrained_lexical,
12091,Peatlands and Wetlands Ecology,310307,Population ecology,False,0.5,constrained_lexical,
12091,Peatlands and Wetlands Ecology,310308,Terrestrial ecology,False,0.5,constrained_lexical,
12092,Erosion and Abrasive Machining,410201,Bioavailability and ecotoxicology,True,0.0,below_floor,
12092,Erosion and Abrasive Machining,410202,Biosecurity science and invasive species ecology,False,0.0,constrained_lexical,
12092,Erosion and Abrasive Machining,410203,Ecosystem function,False,0.0,constrained_lexical,
12092,Erosion and Abrasive Machining,410204,Ecosystem services (incl. pollination),False,0.0,constrained_lexical,
12092,Erosion and Abrasive Machining,410205,Fire ecology,False,0.0,constrained_lexical,
12092,Erosion and Abrasive Machining,410206,Landscape ecology,False,0.0,constrained_lexical,
12093,Greenhouse Technology and Climate Control,310802,Plant biochemistry,True,0.5,constrained_lexical,
12093,Greenhouse Technology and Climate Control,310803,Plant cell and molecular biology,False,0.25,constrained_lexical,
12093,Greenhouse Technology and Climate Control,310804,Plant developmental and reproductive biology,False,0.25,constrained_lexical,
12093,Greenhouse Technology and Climate Control,310805,Plant pathology,False,0.5,constrained_lexical,
12093,Greenhouse Technology and Climate Control,310806,Plant physiology,False,0.5,constrained_lexical,
12093,Greenhouse Technology and Climate Control,310899,Plant biology not elsewhere classified,False,0.2,constrained_lexical,
12094,Hemoglobin structure and function,310108,Protein trafficking,True,0.5,constrained_lexical,
12094,Hemoglobin structure and function,310110,Receptors and membrane biology,False,0.333,constrained_lexical,
12094,Hemoglobin structure and function,310101,Analytical biochemistry,False,0.0,constrained_lexical,
12094,Hemoglobin structure and function,310102,"Cell development, proliferation and death",False,0.0,constrained_lexical,
12094,Hemoglobin structure and function,310103,Cell metabolism,False,0.0,constrained_lexical,
12094,Hemoglobin structure and function,310104,Cell neurochemistry,False,0.0,constrained_lexical,
12095,Vehicle emissions and performance,400201,Automotive combustion and fuel engineering,True,0.25,constrained_lexical,
12095,Vehicle emissions and performance,400205,Hybrid and electric vehicles and powertrains,False,0.25,constrained_lexical,
12095,Vehicle emissions and performance,400202,Automotive engineering materials,False,0.0,constrained_lexical,
12095,Vehicle emissions and performance,400203,Automotive mechatronics and autonomous systems,False,0.0,constrained_lexical,
12095,Vehicle emissions and performance,400204,Automotive safety engineering,False,0.0,constrained_lexical,
12095,Vehicle emissions and performance,400299,Automotive engineering not elsewhere classified,False,0.0,constrained_lexical,
12096,Ectopic Pregnancy Diagnosis and Management,420601,Community child health,True,0.0,below_floor,
12096,Ectopic Pregnancy Diagnosis and Management,420602,Health equity,False,0.0,constrained_lexical,
12096,Ectopic Pregnancy Diagnosis and Management,420603,Health promotion,False,0.0,constrained_lexical,
12096,Ectopic Pregnancy Diagnosis and Management,420604,Injury prevention,False,0.0,constrained_lexical,
12096,Ectopic Pregnancy Diagnosis and Management,420605,Preventative health care,False,0.0,constrained_lexical,
12096,Ectopic Pregnancy Diagnosis and Management,420606,Social determinants of health,False,0.0,constrained_lexical,
12097,Aquatic Invertebrate Ecology and Behavior,310302,Community ecology (excl. invasive species ecology),True,0.6,constrained_lexical,
12097,Aquatic Invertebrate Ecology and Behavior,310304,Freshwater ecology,False,1.0,constrained_lexical,
12097,Aquatic Invertebrate Ecology and Behavior,310301,Behavioural ecology,False,0.5,constrained_lexical,
12097,Aquatic Invertebrate Ecology and Behavior,310303,Ecological physiology,False,0.5,constrained_lexical,
